order_id,order_date,customer_id,customer_name,country,product_id,category,quantity,unit_price,payment_method,order_status,platform
WEB-10001,2025-12-29,CUST-201,Jason Garcia,UK,PROD-017,Clothing,1,34.6,Debit Card,Cancelled,Desktop Web
WEB-10437,2026-07-23,CUST-322,Theresa Graham,FR,PROD-049,Books,1,40.22,Debit Card,Completed,Mobile Web
WEB-10438,2026-01-25,CUST-224,Brandon Merritt,CA,PROD-074,Books,4,34.16,Debit Card,Completed,Mobile Web
WEB-10439,2025-11-17,CUST-316,Rodney Patterson,FR,PROD-023,Home,1,160.96,UPI,Completed,Mobile Web
WEB-10440,2026-02-15,CUST-116,Julia Gomez,DE,PROD-034,Books,5,31.51,UPI,Returned,Desktop Web
WEB-10441,2026-07-22,CUST-160,Carlos Meyer,UNKNOWN,PROD-060,Sports,4,-45.08,UPI,Cancelled,Mobile Web
WEB-10442,2026-06-02,CUST-202,Jennifer Buck,UNKNOWN,PROD-067,Clothing,4,44.6,Debit Card,Returned,Mobile Web
WEB-10443,2026-05-23,CUST-171,Alexander Bell,CA,PROD-058,Home,3,98.95,UPI,Completed,Mobile App
WEB-10444,2025-12-11,CUST-222,Kristin Martin,AU,PROD-056,Electronics,3,768.33,PayPal,Cancelled,Desktop Web
WEB-10445,2025-10-03,CUST-212,Stephanie Lee,UK,PROD-015,Sports,4,130.47,Credit Card,Returned,Desktop Web
WEB-10446,2026-02-12,CUST-180,Margaret Rivas,AU,PROD-090,Sports,5,265.55,UPI,Cancelled,Mobile Web
WEB-10447,2025-09-17,CUST-343,Chelsea Guerra,UK,PROD-083,Home,2,111.83,Debit Card,Cancelled,Mobile App
WEB-10448,2026-04-05,CUST-221,Holly Pruitt,FR,PROD-055,Sports,4,180.88,Credit Card,Returned,Mobile Web
WEB-10449,2026-01-25,CUST-285,Barbara Davis,IN,PROD-093,Home,5,162.1,UPI,Completed,Mobile App
WEB-10450,2026-06-23,CUST-370,Brandy Norris,CA,PROD-062,Clothing,4,110.06,PayPal,Returned,Desktop Web
WEB-10451,2025-09-25,CUST-109,John Jones,CA,PROD-049,Books,5,8.71,UPI,Cancelled,Desktop Web
WEB-10452,2025-11-11,CUST-157,Sheena Stafford,UK,PROD-041,Electronics,2,540.93,PayPal,Cancelled,Mobile App
WEB-10453,2025-12-09,CUST-315,Lauren Davenport,IN,PROD-090,Sports,4,167.58,Debit Card,Cancelled,Mobile Web
WEB-10454,2026-01-09,CUST-214,Jennifer Rodriguez,UK,PROD-012,Clothing,2,49.73,Credit Card,Returned,Mobile Web
WEB-10455,2026-02-15,CUST-199,Marc Pace,US,PROD-084,Books,4,32.03,PayPal,Returned,Mobile Web
WEB-10456,2026-08-20,CUST-395,Jeremy Lewis,UK,PROD-058,Home,2,69.75,Credit Card,Completed,Mobile App
WEB-10457,2026-03-04,CUST-301,Justin Novak,AU,PROD-096,Electronics,2,101.0,Debit Card,Returned,Mobile App
WEB-10458,2026-02-24,CUST-174,Kenneth Valenzuela PhD,DE,PROD-052,Clothing,4,54.09,Credit Card,Cancelled,Mobile Web
WEB-10459,2026-06-30,CUST-337,Aaron Vargas,AU,PROD-088,Home,3,169.21,PayPal,Returned,Mobile App
WEB-10460,2026-06-16,,Tony Peters,UNKNOWN,PROD-080,Sports,1,191.83,PayPal,Completed,Mobile Web
WEB-10461,2026-08-16,CUST-293,Manuel Fletcher,DE,PROD-077,Clothing,4,46.26,Debit Card,Returned,Desktop Web
WEB-10462,2026-06-18,CUST-263,Christopher Perry,CA,PROD-056,Electronics,3,67.26,UPI,Completed,Mobile App
WEB-10463,2026-06-30,CUST-361,Ashley Shannon,DE,PROD-014,Books,1,28.79,PayPal,Returned,Desktop Web
WEB-10464,2026-02-14,CUST-201,Christopher Brown,DE,PROD-063,Home,3,125.55,Credit Card,Returned,Mobile App
WEB-10465,2026-01-14,CUST-399,Anita Johnson,AU,PROD-097,Clothing,2,80.97,Debit Card,Cancelled,Mobile App
WEB-10466,2026-05-17,CUST-173,Grant Gutierrez,FR,PROD-003,Home,4,184.04,PayPal,Cancelled,Mobile Web
WEB-10467,2026-04-28,CUST-220,Cynthia Velasquez,DE,PROD-027,Clothing,5,98.74,PayPal,Cancelled,Mobile Web
WEB-10468,2026-04-05,CUST-194,Laura Potts,AU,PROD-040,Sports,1,178.75,PayPal,Completed,Desktop Web
WEB-10469,2026-07-14,CUST-197,Linda Chavez,FR,PROD-068,Home,5,203.13,PayPal,Cancelled,Mobile Web
WEB-10470,2026-07-17,CUST-167,Suzanne Hall,IN,PROD-095,Sports,4,188.96,Credit Card,Completed,Desktop Web
WEB-10471,2025-11-06,CUST-313,Lance Clark,CA,PROD-001,Electronics,1,97.37,PayPal,Returned,Desktop Web
WEB-10472,2026-01-31,CUST-274,Michelle Guerrero,AU,PROD-062,Clothing,2,78.75,Credit Card,Cancelled,Mobile Web
WEB-10473,2026-05-05,CUST-193,Joel Preston,FR,PROD-040,Sports,1,269.71,PayPal,Cancelled,Mobile Web
WEB-10474,2026-08-30,CUST-323,Nicole Sullivan,UK,PROD-021,Electronics,5,573.14,Debit Card,Completed,Mobile Web
WEB-10475,2026-07-20,CUST-300,Gregory Meyer,IN,PROD-046,Electronics,5,358.43,PayPal,Cancelled,Desktop Web
WEB-10476,2026-08-21,CUST-261,Dr. Lisa Mayo,US,PROD-069,Books,2,22.88,Debit Card,Returned,Mobile Web
WEB-10477,2025-11-06,CUST-342,Ruben Adams,UK,PROD-036,Electronics,2,204.22,Credit Card,Returned,Desktop Web
WEB-10478,2026-02-28,CUST-378,Robert Carr,DE,PROD-043,Home,2,84.36,Debit Card,Returned,Mobile Web
WEB-10479,2026-09-11,CUST-112,Gordon Thompson,FR,PROD-078,Home,5,22.1,UPI,Returned,Mobile Web
WEB-10480,2025-10-04,CUST-386,Dawn Cummings,IN,PROD-094,Books,2,38.21,PayPal,Cancelled,Mobile App
WEB-10481,2025-12-07,CUST-386,Tricia Cox,AU,PROD-008,Home,1,86.56,Credit Card,Completed,Desktop Web
WEB-10482,2025-10-14,CUST-247,Edward Brown,UK,PROD-057,Clothing,1,36.91,Debit Card,Returned,Mobile App
WEB-10483,2026-08-05,CUST-114,Kimberly Gonzalez,AU,PROD-098,Home,2,249.22,PayPal,Cancelled,Mobile Web
WEB-10484,2026-05-10,CUST-302,Carolyn Park,IN,PROD-071,Electronics,2,677.7,PayPal,Completed,Mobile App
WEB-10485,2025-11-07,CUST-247,Karen Gilbert,FR,PROD-099,Books,3,8.4,UPI,Returned,Mobile Web
WEB-10486,2025-10-25,CUST-260,Patricia Norton,AU,PROD-012,Clothing,5,42.34,Debit Card,Returned,Mobile App
WEB-10487,2025-09-19,CUST-322,Kayla Payne,AU,PROD-027,Clothing,3,94.7,PayPal,Completed,Mobile Web
WEB-10488,2025-11-14,CUST-124,Howard Johnson,FR,PROD-063,Home,4,187.2,Debit Card,Returned,Desktop Web
WEB-10489,2026-07-20,CUST-145,Joshua Garcia,UK,PROD-061,Electronics,3,113.34,Debit Card,Cancelled,Mobile App
WEB-10490,2026-07-28,CUST-273,Mr. Andrew Roy,DE,PROD-024,Books,2,12.18,Credit Card,Cancelled,Mobile Web
WEB-10001,2026-02-24,CUST-290,Kiara Cooke,DE,PROD-086,Electronics,4,673.89,Credit Card,Returned,Mobile App
WEB-10492,2026-04-12,CUST-309,Jose Gomez,UK,PROD-035,Sports,3,36.95,UPI,Returned,Mobile Web
WEB-10493,2026-02-05,CUST-289,Darrell Anderson,US,PROD-099,Books,5,26.97,PayPal,Completed,Mobile Web
WEB-10494,2026-06-26,CUST-320,John Frost,US,PROD-055,Sports,5,175.41,Debit Card,Completed,Mobile App
WEB-10495,2026-11-11,CUST-172,Gloria Williams,US,PROD-087,Clothing,5,118.44,UPI,Completed,Mobile Web
WEB-10496,2026-05-26,CUST-247,Alexander Lee,FR,PROD-008,Home,1,68.39,UPI,Returned,Mobile App
WEB-10497,2026-05-30,CUST-274,Jessica Williams,DE,PROD-029,Books,1,39.63,UPI,Returned,Mobile Web
WEB-10498,2026-02-04,CUST-335,Brian Wells II,FR,PROD-044,Books,5,21.87,Debit Card,Cancelled,Mobile App
WEB-10499,2026-03-25,CUST-307,Crystal Dixon,CA,PROD-055,Sports,1,37.03,PayPal,Returned,Desktop Web
WEB-10500,2026-06-28,CUST-161,Ashley Logan,CA,PROD-081,Electronics,1,157.52,Debit Card,Returned,Desktop Web
WEB-10501,2026-01-28,CUST-243,Rebecca Robinson,AU,PROD-041,Electronics,4,620.19,Credit Card,Cancelled,Desktop Web
WEB-10502,2026-07-24,CUST-371,Cynthia Anderson,FR,PROD-016,Electronics,3,477.66,PayPal,Returned,Desktop Web
WEB-10503,2026-02-17,CUST-158,Steve Flores,UK,PROD-045,Sports,2,102.83,Credit Card,Returned,Mobile Web
WEB-10504,2025-10-30,CUST-233,Kristen Mccall,IN,PROD-024,Books,1,21.83,UPI,Completed,Mobile App
WEB-10505,2025-10-26,CUST-353,Kimberly Mosley,AU,PROD-058,Home,3,153.6,UPI,Returned,Mobile Web
WEB-10506,2025-12-03,CUST-223,Chris Douglas,DE,PROD-048,Home,2,28.48,PayPal,Cancelled,Mobile Web
WEB-10507,2026-06-23,CUST-394,Matthew Dalton,IN,PROD-049,Books,4,42.08,UPI,Returned,Mobile Web
WEB-10508,2026-07-29,CUST-334,Jasmine Ritter,CA,PROD-024,Books,2,24.86,Credit Card,Completed,Desktop Web
WEB-10509,2026-01-03,CUST-156,Laura Johnson,IN,PROD-097,Clothing,1,115.68,Credit Card,Completed,Mobile Web
WEB-10510,2025-11-14,CUST-248,Jesus Lee,IN,PROD-022,Clothing,1,33.77,Debit Card,Completed,Mobile App
WEB-10511,2026-06-11,CUST-324,Rodney Taylor,IN,PROD-059,Books,4,44.71,UPI,Returned,Mobile App
WEB-10512,2026-03-31,CUST-325,Paula Miller,AU,PROD-037,Clothing,3,97.55,PayPal,Returned,Desktop Web
WEB-10513,2025-09-30,CUST-334,Matthew Jensen,IN,PROD-039,Books,1,25.22,UPI,Returned,Desktop Web
WEB-10514,2025-12-11,CUST-308,Jesse Blevins,AU,PROD-061,Electronics,3,742.6,Credit Card,Returned,Mobile Web
WEB-10515,2026-02-18,CUST-274,Maria Jones,DE,PROD-039,Books,3,17.97,PayPal,Cancelled,Desktop Web
WEB-10516,2025-11-20,CUST-145,Robert Smith,DE,PROD-043,Home,1,41.09,UPI,Cancelled,Mobile Web
WEB-10517,2026-03-08,CUST-298,Angela Edwards,CA,PROD-089,Books,3,39.08,Credit Card,Completed,Desktop Web
WEB-10518,2026-04-11,CUST-306,William Crawford,UK,PROD-032,Clothing,4,92.12,PayPal,Returned,Mobile App
WEB-10519,2026-08-06,CUST-203,Derrick Leon,DE,PROD-045,Sports,5,167.8,Credit Card,Cancelled,Mobile Web
WEB-10520,2025-10-16,CUST-103,Howard Deleon,CA,PROD-089,Books,5,32.34,Debit Card,Cancelled,Mobile App
WEB-10521,2026-01-21,CUST-302,Patrick Vasquez,FR,PROD-002,Clothing,2,86.67,PayPal,Cancelled,Mobile Web
WEB-10522,2026-05-14,CUST-206,Pamela Powell,IN,PROD-067,Clothing,1,63.65,UPI,Completed,Mobile App
WEB-10523,2026-02-10,CUST-284,Michael Long,CA,PROD-082,Clothing,3,47.64,PayPal,Returned,Mobile Web
WEB-10524,2026-05-26,CUST-158,Dr. Thomas Brown,CA,PROD-011,Electronics,2,143.19,Credit Card,Returned,Mobile App
WEB-10525,2026-01-26,CUST-293,Jeremy Phelps,DE,PROD-090,Sports,1,207.93,PayPal,Completed,Mobile Web
WEB-10526,2026-05-12,CUST-276,Geoffrey Baldwin,FR,PROD-070,Sports,5,259.95,UPI,Returned,Desktop Web
WEB-10527,2026-05-09,CUST-276,Linda Cross,AU,PROD-095,Sports,5,35.76,UPI,Completed,Mobile Web
WEB-10528,2025-11-23,CUST-251,Joy Peters,AU,PROD-027,Clothing,1,38.84,Debit Card,Cancelled,Mobile App
WEB-10529,2025-09-29,CUST-238,Harold Howard,AU,PROD-031,Electronics,1,64.32,UPI,Cancelled,Mobile Web
WEB-10530,2025-11-10,CUST-346,Emily Villa,CA,PROD-028,Home,3,173.49,Credit Card,Cancelled,Mobile Web
WEB-10531,2025-11-21,CUST-362,Zachary Thomas,FR,PROD-096,Electronics,4,419.87,UPI,Cancelled,Mobile Web
WEB-10532,2026-07-02,CUST-357,Karen Brown,UK,PROD-100,Sports,5,133.75,UPI,Cancelled,Mobile App
WEB-10533,2026-08-16,CUST-214,Jordan Brandt,FR,PROD-073,Home,3,141.81,UPI,Completed,Desktop Web
WEB-10534,2025-10-28,CUST-193,Brett Martinez,FR,PROD-051,Electronics,3,514.74,UPI,Cancelled,Mobile Web
WEB-10001,2025-10-09,CUST-186,Billy Sanchez,FR,PROD-022,Clothing,3,110.95,Credit Card,Returned,Desktop Web
WEB-10536,2025-09-22,CUST-269,Cameron Jackson,DE,PROD-075,Sports,2,204.83,Debit Card,Completed,Mobile Web
WEB-10537,2025-11-25,CUST-127,Christopher Robertson,UNKNOWN,PROD-013,Home,5,86.96,PayPal,Cancelled,Mobile Web
WEB-10538,2026-02-13,CUST-312,Douglas Snyder,IN,PROD-093,Home,1,112.07,UPI,Cancelled,Mobile Web
WEB-10539,2026-04-09,CUST-354,Jonathan Romero,FR,PROD-011,Electronics,4,680.05,Debit Card,Returned,Mobile Web
WEB-10540,2026-01-29,,William Kirk,US,PROD-023,Home,3,182.22,Credit Card,Completed,Mobile Web
WEB-10541,2025-12-07,CUST-351,Kevin Mays,AU,PROD-075,Sports,5,282.31,UPI,Cancelled,Mobile Web
WEB-10542,2026-01-12,CUST-150,Kevin Rangel,DE,PROD-024,Books,5,20.43,UPI,Completed,Mobile App
WEB-10543,2025-10-17,CUST-201,Tonya Jordan,AU,PROD-074,Books,3,14.67,PayPal,Completed,Desktop Web
WEB-10544,2026-07-08,CUST-175,Emily Delgado MD,DE,PROD-056,Electronics,1,797.39,UPI,Returned,Desktop Web
WEB-10545,2026-05-02,CUST-152,Mark Beltran,DE,PROD-100,Sports,4,112.32,PayPal,Completed,Mobile App
WEB-10546,2025-11-05,CUST-293,Dr. Nicole Blevins,UK,PROD-077,Clothing,1,89.74,PayPal,Completed,Desktop Web
WEB-10547,2026-04-28,CUST-320,Jennifer Butler,US,PROD-053,Home,1,170.53,PayPal,Completed,Mobile Web
WEB-10548,2026-02-18,CUST-388,Christopher Dunn,UK,PROD-022,Clothing,5,44.28,UPI,Completed,Desktop Web
WEB-10549,2025-12-10,CUST-274,Donna Pitts,UK,PROD-066,Electronics,2,283.15,PayPal,Completed,Mobile App
WEB-10550,2026-06-01,CUST-202,Paul Armstrong,US,PROD-040,Sports,2,43.24,PayPal,Cancelled,Mobile Web
WEB-10551,2025-12-09,CUST-355,Mary Short,UK,PROD-089,Books,4,19.82,UPI,Returned,Mobile App
WEB-10552,2025-11-19,CUST-400,Roger Cline,DE,PROD-005,Sports,5,209.41,Credit Card,Returned,Desktop Web
WEB-10553,2025-10-14,CUST-286,Lindsey Sanchez,DE,PROD-087,Clothing,2,83.29,PayPal,Returned,Desktop Web
WEB-10554,2026-07-19,CUST-123,Caleb Rowe,IN,PROD-093,Home,1,206.44,Debit Card,Cancelled,Mobile Web
WEB-10555,2026-04-14,CUST-367,Bobby Smith,IN,PROD-034,Books,1,36.87,PayPal,Returned,Mobile App
WEB-10556,2026-07-30,CUST-391,Jessica Martinez,CA,PROD-089,Books,1,21.86,Credit Card,Returned,Mobile App
WEB-10557,2026-04-03,CUST-316,Dominique Bernard,FR,PROD-020,Sports,1,184.49,Debit Card,Cancelled,Mobile Web
WEB-10558,2026-06-14,CUST-164,Curtis Walker,US,PROD-045,Sports,3,279.15,UPI,Cancelled,Desktop Web
WEB-10559,2025-10-13,CUST-273,Brenda Johnson,US,PROD-020,Sports,3,285.64,Debit Card,Cancelled,Mobile Web
WEB-10560,2025-11-16,CUST-350,John Long,FR,PROD-090,Sports,4,259.18,Debit Card,Cancelled,Desktop Web
WEB-10561,2026-02-10,CUST-232,Luis Rodriguez,IN,PROD-015,Sports,1,98.76,Debit Card,Cancelled,Mobile App
WEB-10562,2026-07-22,CUST-133,Elizabeth West,DE,PROD-010,Sports,4,264.19,Debit Card,Returned,Mobile App
WEB-10563,2026-07-01,CUST-201,Jennifer Blevins,CA,PROD-053,Home,1,220.58,Credit Card,Cancelled,Desktop Web
WEB-10564,2025-11-29,CUST-327,Robert Mcgrath,CA,PROD-041,Electronics,5,108.73,Debit Card,Returned,Desktop Web
WEB-10565,2026-10-27,CUST-186,Donna Lewis,UK,PROD-096,Electronics,4,313.07,PayPal,Cancelled,Mobile Web
WEB-10566,2026-01-17,CUST-387,Lindsay Welch,US,PROD-040,Sports,4,32.86,Credit Card,Completed,Mobile App
WEB-10567,2026-03-15,CUST-324,Timothy Hobbs,CA,PROD-023,Home,3,125.51,PayPal,Cancelled,Mobile Web
WEB-10568,2026-01-02,CUST-357,Christina Brown,AU,PROD-041,Electronics,-3,756.82,Debit Card,Returned,Desktop Web
WEB-10569,2026-04-23,CUST-308,James Neal,DE,PROD-007,Clothing,2,105.38,UPI,Completed,Mobile Web
WEB-10570,2025-10-16,CUST-375,Todd George,AU,PROD-034,Books,4,21.02,Debit Card,Completed,Desktop Web
WEB-10571,2026-04-02,,Dale Adams,UK,PROD-089,Books,4,15.7,PayPal,Completed,Mobile Web
WEB-10572,2026-02-25,CUST-202,Jaime Cochran,IN,PROD-094,Books,2,22.23,Credit Card,Returned,Mobile App
WEB-10573,2026-02-14,CUST-305,Christina Foster,IN,PROD-024,Books,2,44.93,Credit Card,Completed,Desktop Web
WEB-10574,2026-03-01,CUST-272,John Herrera,UK,PROD-091,Electronics,2,323.79,Debit Card,Cancelled,Mobile App
WEB-10575,2026-08-19,CUST-156,Benjamin Davidson,AU,PROD-014,Books,2,29.14,Credit Card,Returned,Mobile App
WEB-10576,2025-09-28,CUST-182,Susan Kirk,IN,PROD-047,Clothing,3,39.84,PayPal,Cancelled,Desktop Web
WEB-10577,2026-03-18,CUST-256,Crystal Evans,CA,PROD-048,Home,1,180.9,Credit Card,Cancelled,Mobile Web
WEB-10578,2026-05-17,CUST-129,Kevin Smith,DE,PROD-033,Home,5,42.94,UPI,Completed,Mobile App
WEB-10579,2026-03-27,CUST-327,Jordan Richardson,UK,PROD-051,Electronics,2,161.57,Credit Card,Cancelled,Desktop Web
WEB-10580,2026-09-07,CUST-377,Samantha Davis,UK,PROD-010,Sports,3,95.83,PayPal,Returned,Mobile Web
WEB-10581,2025-10-11,CUST-266,Holly Doyle,IN,PROD-012,Clothing,2,67.72,PayPal,Returned,Mobile Web
WEB-10582,2026-05-19,CUST-326,Kristin Torres,US,PROD-087,Clothing,5,109.94,Credit Card,Cancelled,Desktop Web
WEB-10583,2025-12-31,CUST-356,Rebecca Zuniga,FR,PROD-099,Books,1,34.9,PayPal,Completed,Mobile Web
WEB-10584,2026-02-10,CUST-236,James Snyder,US,PROD-019,Books,5,35.63,Debit Card,Cancelled,Mobile App
WEB-10585,2026-07-08,CUST-384,James Davis,AU,PROD-091,Electronics,3,712.17,UPI,Cancelled,Mobile Web
WEB-10586,2026-07-17,CUST-143,Isaiah Smith,FR,PROD-058,Home,5,131.18,Credit Card,Cancelled,Mobile Web
WEB-10587,2026-07-18,CUST-185,Kelsey Martinez,US,PROD-083,Home,3,234.07,Credit Card,Cancelled,Desktop Web
WEB-10588,2026-07-25,CUST-365,Marc Sanders,DE,PROD-068,Home,2,176.08,Debit Card,Cancelled,Mobile Web
WEB-10589,2026-01-24,CUST-187,Carolyn Rodriguez,IN,PROD-068,Home,4,45.64,UPI,Completed,Mobile Web
WEB-10590,2026-07-12,CUST-310,Krista Herrera,UK,PROD-095,Sports,5,255.23,UPI,Cancelled,Desktop Web
WEB-10591,2026-03-08,CUST-237,Samantha Bender,IN,PROD-010,Sports,2,167.39,PayPal,Returned,Mobile Web
WEB-10592,2026-07-31,CUST-181,Samantha Perez,CA,PROD-023,Home,4,125.53,Credit Card,Cancelled,Desktop Web
WEB-10593,2026-05-13,CUST-284,Jordan Rivera,US,PROD-086,Electronics,4,407.98,PayPal,Returned,Desktop Web
WEB-10594,2026-08-26,CUST-296,Catherine Castillo,AU,PROD-067,Clothing,4,66.27,Debit Card,Cancelled,Mobile Web
WEB-10595,2026-05-03,CUST-246,Diana Cooper,DE,PROD-026,Electronics,5,261.07,Debit Card,Returned,Desktop Web
WEB-10596,2026-04-28,CUST-170,Suzanne Walker,IN,PROD-051,Electronics,4,474.09,Debit Card,Cancelled,Mobile App
WEB-10597,2025-09-24,CUST-322,Jordan Hughes,AU,PROD-026,Electronics,2,106.52,PayPal,Returned,Mobile App
WEB-10598,2026-06-11,CUST-213,Lisa Baldwin,IN,PROD-076,Electronics,5,453.43,Debit Card,Cancelled,Mobile Web
WEB-10599,2026-02-19,CUST-262,Nicole Young,US,PROD-056,Electronics,3,459.57,Debit Card,Returned,Mobile Web
WEB-10600,2026-07-18,CUST-273,Andrew Wagner,UNKNOWN,PROD-037,Clothing,1,51.37,Credit Card,Completed,Mobile App
WEB-10601,2026-08-15,CUST-396,Kelsey Moore,UK,PROD-026,Electronics,1,496.08,UPI,Completed,Desktop Web
WEB-10602,2026-07-29,CUST-388,Christopher Rodriguez,UK,PROD-019,Books,2,13.71,PayPal,Cancelled,Mobile Web
WEB-10603,2026-08-22,CUST-214,Cody Smith,CA,PROD-074,Books,3,33.5,Credit Card,Cancelled,Desktop Web
WEB-10604,2026-03-21,CUST-190,Jonathan Larsen,CA,PROD-033,Home,-1,40.37,UPI,Cancelled,Desktop Web
WEB-10605,2026-08-27,CUST-313,Alejandro Mendoza,IN,PROD-042,Clothing,4,59.64,Debit Card,Completed,Mobile Web
WEB-10606,2026-04-13,CUST-106,Clarence Miller,UK,PROD-082,Clothing,1,76.63,PayPal,Cancelled,Desktop Web
WEB-10607,2026-05-22,CUST-359,Tammy Campbell,US,PROD-051,Electronics,5,216.61,Debit Card,Cancelled,Mobile App
WEB-10608,2026-07-30,CUST-283,Ryan Jackson,US,PROD-068,Home,3,183.7,UPI,Completed,Mobile Web
WEB-10609,2025-10-03,CUST-353,Maria White,DE,PROD-020,Sports,2,84.03,UPI,Cancelled,Mobile Web
WEB-10610,2025-11-24,CUST-191,Calvin Wright,DE,PROD-002,Clothing,2,19.1,Credit Card,Returned,Desktop Web
WEB-10611,2026-04-05,CUST-232,Michelle Thompson,CA,PROD-095,Sports,3,202.67,Debit Card,Cancelled,Mobile Web
WEB-10612,2026-06-20,CUST-356,Garrett Murray,CA,PROD-085,Sports,4,30.26,Credit Card,Cancelled,Desktop Web
WEB-10613,2026-06-20,CUST-250,Jerry White,FR,PROD-077,Clothing,3,103.88,Debit Card,Returned,Mobile App
WEB-10614,2026-02-10,CUST-147,Joel Coleman,CA,PROD-068,Home,1,105.84,UPI,Completed,Mobile App
WEB-10615,2025-11-02,CUST-303,Timothy Shea,US,PROD-054,Books,3,18.15,Credit Card,Cancelled,Desktop Web
WEB-10616,2026-01-16,CUST-198,Kathryn Hughes,DE,PROD-091,Electronics,3,476.34,Credit Card,Returned,Mobile Web
WEB-10617,2025-10-22,CUST-191,Heather Ryan,CA,PROD-080,Sports,5,72.26,Credit Card,Returned,Desktop Web
WEB-10618,2025-09-17,CUST-140,Robert Reeves,AU,PROD-026,Electronics,5,577.91,Credit Card,Returned,Mobile Web
WEB-10619,2026-03-07,CUST-331,Brett Moore,CA,PROD-039,Books,4,44.64,PayPal,Cancelled,Mobile Web
WEB-10620,2026-07-25,CUST-287,William Hodges,US,PROD-003,Home,1,151.28,Debit Card,Returned,Desktop Web
WEB-10621,2026-01-12,CUST-115,Sarah Mann,IN,PROD-080,Sports,2,125.15,Debit Card,Cancelled,Mobile Web
WEB-10622,2026-03-15,CUST-386,Nathan Galvan,IN,PROD-023,Home,2,160.83,Credit Card,Returned,Mobile App
WEB-10623,2026-10-09,CUST-382,Lee Hendrix,CA,PROD-017,Clothing,1,94.97,Credit Card,Returned,Mobile App
WEB-10624,2026-06-05,CUST-147,Hannah Brown,IN,PROD-014,Books,5,23.84,UPI,Completed,Desktop Web
WEB-10625,2026-08-15,CUST-304,Katherine Dixon,AU,PROD-016,Electronics,2,372.21,Credit Card,Completed,Mobile Web
WEB-10626,2026-06-15,CUST-154,Matthew Goodman,CA,PROD-097,Clothing,3,86.6,UPI,Cancelled,Mobile App
WEB-10627,2026-06-14,CUST-319,William Perry,IN,PROD-042,Clothing,4,61.27,PayPal,Completed,Mobile Web
WEB-10628,2026-07-24,CUST-246,Curtis Robertson,US,PROD-019,Books,4,27.97,PayPal,Cancelled,Mobile App
WEB-10629,2025-09-25,CUST-166,Brenda Baker,AU,PROD-034,Books,5,40.37,Debit Card,Returned,Mobile App
WEB-10630,2026-04-10,CUST-229,Michael Ramos,CA,PROD-032,Clothing,1,102.21,PayPal,Cancelled,Mobile Web
WEB-10631,2025-11-14,CUST-206,Alicia Simpson,UK,PROD-072,Clothing,3,61.22,UPI,Returned,Mobile Web
WEB-10632,2026-02-26,CUST-152,Ryan King,UK,PROD-037,Clothing,4,107.37,Credit Card,Cancelled,Desktop Web
WEB-10633,2025-10-28,CUST-265,Luis Ward,UK,PROD-016,Electronics,1,490.29,Credit Card,Cancelled,Mobile Web
WEB-10634,2026-05-29,CUST-213,Curtis Cook,IN,PROD-060,Sports,5,102.08,Credit Card,Completed,Desktop Web
WEB-10635,2026-01-27,CUST-277,Amanda Shepherd,AU,PROD-036,Electronics,2,651.06,Debit Card,Cancelled,Desktop Web
WEB-10636,2026-01-07,CUST-308,Richard Watson,CA,PROD-080,Sports,5,123.21,Credit Card,Cancelled,Mobile App
WEB-10637,2025-10-11,CUST-346,Brenda Davis,DE,PROD-096,Electronics,4,369.53,PayPal,Completed,Mobile Web
WEB-10638,2025-10-22,CUST-177,Michael Haynes,IN,PROD-070,Sports,2,83.54,PayPal,Completed,Mobile App
WEB-10639,2025-12-23,CUST-335,Rachel Farley,UK,PROD-059,Books,2,32.2,UPI,Cancelled,Mobile App
WEB-10640,2026-04-02,CUST-275,Luis Maldonado,DE,PROD-024,Books,1,23.42,Credit Card,Returned,Mobile Web
WEB-10641,2026-07-13,CUST-303,Heather Weiss,DE,PROD-054,Books,3,39.51,Debit Card,Cancelled,Mobile App
WEB-10642,2025-09-24,CUST-343,Derek Davis,FR,PROD-079,Books,5,17.78,PayPal,Completed,Desktop Web
WEB-10643,2025-12-01,CUST-349,Jerry Beck,IN,PROD-009,Books,2,39.51,PayPal,Returned,Mobile Web
WEB-10644,2026-03-13,CUST-248,Mr. Patrick Schultz,AU,PROD-085,Sports,1,208.84,PayPal,Cancelled,Mobile App
WEB-10645,2026-03-29,CUST-342,Kayla Ellis,AU,PROD-041,Electronics,1,557.15,PayPal,Returned,Mobile Web
WEB-10646,2025-12-28,CUST-375,Lisa Sullivan,US,PROD-023,Home,2,184.09,PayPal,Returned,Mobile App
WEB-10647,2025-12-12,CUST-181,Jennifer Shields,FR,PROD-081,Electronics,5,345.77,Credit Card,Completed,Desktop Web
WEB-10648,2026-09-09,CUST-129,Lindsay Smith,DE,PROD-064,Books,5,25.71,Debit Card,Returned,Mobile Web
WEB-10649,2026-11-02,CUST-295,Robert Smith,IN,PROD-065,Sports,1,122.1,Credit Card,Completed,Desktop Web
WEB-10650,2026-08-10,CUST-322,Crystal Ellis,IN,PROD-010,Sports,5,216.0,PayPal,Cancelled,Mobile App
WEB-10651,2026-03-10,CUST-232,Richard Buck,UK,PROD-076,Electronics,4,763.43,PayPal,Completed,Desktop Web
WEB-10652,2026-05-01,CUST-111,Richard Salas,US,PROD-044,Books,2,18.59,PayPal,Cancelled,Mobile Web
